case_id,elapsed_seconds,intervention_pair_id,kind,model_id,model_revision,optimal_action,output_token_ids,prompt_sha256,source_id,text,variant,prediction,correct
google_gemma.oi_conf_0027.ROLE_A.correction.original,11.574145793914795,google_gemma.oi_conf_0027.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235290, 235318, 16406, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235304, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",03c95212a9166d62d0556e689b5a46cd704acfd335af2a0e29d890308def351c,oi_conf_0027.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""-6""},{""action"":""ACTION_P"",""expected_value"":""3""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
google_gemma.oi_conf_0027.ROLE_A.correction.modified,12.114281415939331,google_gemma.oi_conf_0027.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235290, 235318, 16406, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235276, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",2a88644995672778315e46d8e8467ea9ef55425acf8907a7e1754c645aeb4fc7,oi_conf_0027.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""-6""},{""action"":""ACTION_P"",""expected_value"":""0""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
google_gemma.oi_conf_0036.ROLE_A.correction.original,12.350786924362183,google_gemma.oi_conf_0036.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235274, 235308, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235308, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",4a3faeb0c253b09d2aed32f4a70e98243f20e964eef6c2665d3dcd2039191b09,oi_conf_0036.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""15""},{""action"":""ACTION_Q"",""expected_value"":""5""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
google_gemma.oi_conf_0036.ROLE_A.correction.modified,11.914549589157104,google_gemma.oi_conf_0036.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235274, 235308, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235321, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",19ca25c63414d0f99baa3398bfc67124cfb3e1389e16ce3ca2720adac79ff16a,oi_conf_0036.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""15""},{""action"":""ACTION_Q"",""expected_value"":""8""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
google_gemma.oi_conf_0037.ROLE_A.correction.original,12.080493211746216,google_gemma.oi_conf_0037.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235284, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235290, 235321, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",b5ee10a0605e446c6923f901791f10b7d5c8a0075b5acf52c66e576f45a4a96f,oi_conf_0037.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""2""},{""action"":""ACTION_Q"",""expected_value"":""-8""}],""final_action"":""ACTION_P""}",original,ACTION_P,False
google_gemma.oi_conf_0037.ROLE_A.correction.modified,11.261537551879883,google_gemma.oi_conf_0037.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235304, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235276, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",0c7dd66b13bc34280146d04395f714277262dff77c942edbbcfaf45edb94e9cc,oi_conf_0037.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""3""},{""action"":""ACTION_Q"",""expected_value"":""10""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
google_gemma.oi_conf_0038.ROLE_A.correction.original,11.634992837905884,google_gemma.oi_conf_0038.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235290, 235284, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235308, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",83f7fe49464514bd03b8f1da029a2b29c06697b2cc2234438cad7f8f1bbc944b,oi_conf_0038.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""-2""},{""action"":""ACTION_Q"",""expected_value"":""5""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
google_gemma.oi_conf_0038.ROLE_A.correction.modified,12.32043170928955,google_gemma.oi_conf_0038.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235290, 235284, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",86a26d5089e44c91869ea48f24cd42013333b30818f864edf6c6c3936a289071,oi_conf_0038.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""-2""},{""action"":""ACTION_Q"",""expected_value"":""1""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
google_gemma.oi_conf_0045.ROLE_A.correction.original,11.941478967666626,google_gemma.oi_conf_0045.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235310, 16406, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235276, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",11cec08373137222fe971e1faebda53013462a98510351bcc281ca7d32d782c1,oi_conf_0045.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""14""},{""action"":""ACTION_P"",""expected_value"":""0""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
google_gemma.oi_conf_0045.ROLE_A.correction.modified,12.079483032226562,google_gemma.oi_conf_0045.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235310, 16406, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235324, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",dfafe9661aae2c41f94e49e86a2de3d4570b38c9c213d1ab663a1ef6656eda2d,oi_conf_0045.ROLE_A,"{""actions"":[{""action"":""ACTION_Q"",""expected_value"":""14""},{""action"":""ACTION_P"",""expected_value"":""7""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
google_gemma.oi_conf_0050.ROLE_A.correction.original,11.21487021446228,google_gemma.oi_conf_0050.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235276, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235276, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",939e979b0b06b71ae9dfdf8f8b105f917125dac1b931369b45fc49b9b8bd7c40,oi_conf_0050.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""0""},{""action"":""ACTION_Q"",""expected_value"":""10""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
google_gemma.oi_conf_0050.ROLE_A.correction.modified,11.518829584121704,google_gemma.oi_conf_0050.ROLE_A.correction,correction,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235276, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235318, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",5274a767b804ec5901cb1362673a442c82862dfa2a79d4b72c14236b2452dea1,oi_conf_0050.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""0""},{""action"":""ACTION_Q"",""expected_value"":""6""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
google_gemma.oi_conf_0000.ROLE_A.injection.original,12.06627869606018,google_gemma.oi_conf_0000.ROLE_A.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235315, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235324, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",f03d06d0e00be17f3e624a18d1f354af9ac392409c81a3f9cebc68798780594b,oi_conf_0000.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""9""},{""action"":""ACTION_Q"",""expected_value"":""7""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
google_gemma.oi_conf_0000.ROLE_A.injection.modified,12.289543628692627,google_gemma.oi_conf_0000.ROLE_A.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235274, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235324, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",f222df5b1952b3f3578805b023964a945ff4d936ee22f1e17ed501b2e5cbef5a,oi_conf_0000.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""1""},{""action"":""ACTION_Q"",""expected_value"":""7""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,False
google_gemma.oi_conf_0000.ROLE_B.injection.original,12.229378461837769,google_gemma.oi_conf_0000.ROLE_B.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235290, 235304, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235318, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",2b4b57cd6ab9d4428a8888a7ae69d19276ae82f1a540ebce45c3cf599cfeee72,oi_conf_0000.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""-3""},{""action"":""ACTION_Q"",""expected_value"":""6""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
google_gemma.oi_conf_0000.ROLE_B.injection.modified,12.04437804222107,google_gemma.oi_conf_0000.ROLE_B.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235308, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235318, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",d59e41941e9d87f512f72cb60b620015cbb835566c13cffe4da3673bdcc07e0b,oi_conf_0000.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""5""},{""action"":""ACTION_Q"",""expected_value"":""6""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
google_gemma.oi_conf_0001.ROLE_A.injection.original,11.291611433029175,google_gemma.oi_conf_0001.ROLE_A.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235274, 235304, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235318, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",a9157fa5de17474f230d8392a0b8e9b1f41e5de7276e9309fa589bcbf3595080,oi_conf_0001.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""13""},{""action"":""ACTION_Q"",""expected_value"":""16""}],""final_action"":""ACTION_Q""}",original,ACTION_Q,True
google_gemma.oi_conf_0001.ROLE_A.injection.modified,11.661302089691162,google_gemma.oi_conf_0001.ROLE_A.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_Q,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235274, 235274, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235318, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235368, 12990, 1]",bf4bb3a66293a2de39c4c4307f7e60b7182708b2b3f06d3f45b3f4d130c0677c,oi_conf_0001.ROLE_A,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""11""},{""action"":""ACTION_Q"",""expected_value"":""16""}],""final_action"":""ACTION_Q""}",modified,ACTION_Q,True
google_gemma.oi_conf_0001.ROLE_B.injection.original,11.898072957992554,google_gemma.oi_conf_0001.ROLE_B.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235318, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235281, 12765, 1985, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",ea8460828fb5ffa7f7084bcec1cacaa53e02b015310a63c6a78538817fe2c7d0,oi_conf_0001.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""6""},{""action"":""ACTION_Q"",""expected_value"":""1""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
google_gemma.oi_conf_0001.ROLE_B.injection.modified,9.32352066040039,google_gemma.oi_conf_0001.ROLE_B.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235315, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235274, 235281, 12765, 1985, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",a08b8c187c0d22fd5dac897ce752bafeb2bd2da1c579ee11806ae10988aa2331,oi_conf_0001.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""9""},{""action"":""ACTION_Q"",""expected_value"":""1""}],""final_action"":""ACTION_P""}",modified,ACTION_P,True
google_gemma.oi_conf_0002.ROLE_B.injection.original,9.010822772979736,google_gemma.oi_conf_0002.ROLE_B.injection,injection,google_gemma,local-tree-c4429aafa092479ea1af0faf2b9be090d6fe2f214d3a31c9003b95a0aeca3ddd,ACTION_P,"[235282, 235281, 6451, 1192, 235309, 9766, 2314, 9330, 22226, 235298, 235295, 8332, 14031, 235298, 1869, 9330, 235274, 235284, 16406, 9766, 2314, 9330, 22226, 235298, 235368, 8332, 14031, 235298, 1869, 9330, 235315, 12990, 134972, 4679, 235298, 2314, 9330, 22226, 235298, 235295, 12990, 1]",0971e86cec73698591c63ea567595ecd783729c0cbdca60df7a0c20955c7176d,oi_conf_0002.ROLE_B,"{""actions"":[{""action"":""ACTION_P"",""expected_value"":""12""},{""action"":""ACTION_Q"",""expected_value"":""9""}],""final_action"":""ACTION_P""}",original,ACTION_P,True
