model_id,pack,condition,id,token_match,answer_text_match
google_gemma,A,A,oi_conf_0045.ROLE_B,True,True
google_gemma,A,A,oi_conf_0045.ROLE_A,True,True
google_gemma,A,A,oi_conf_0036.ROLE_B,True,True
google_gemma,A,A,oi_conf_0036.ROLE_A,True,True
google_gemma,A,A,oi_conf_0027.ROLE_B,True,True
google_gemma,A,A,oi_conf_0027.ROLE_A,True,True
google_gemma,A,A,oi_conf_0018.ROLE_B,True,True
google_gemma,A,A,oi_conf_0018.ROLE_A,True,True
google_gemma,A,A,oi_conf_0009.ROLE_B,True,True
google_gemma,A,A,oi_conf_0009.ROLE_A,True,True
google_gemma,A,A,oi_conf_0000.ROLE_B,True,True
google_gemma,A,A,oi_conf_0000.ROLE_A,True,True
google_gemma,A,B,oi_conf_0045.ROLE_B,True,True
google_gemma,A,B,oi_conf_0045.ROLE_A,True,True
google_gemma,A,B,oi_conf_0036.ROLE_B,True,True
google_gemma,A,B,oi_conf_0036.ROLE_A,True,True
google_gemma,A,B,oi_conf_0027.ROLE_B,True,True
google_gemma,A,B,oi_conf_0027.ROLE_A,True,True
google_gemma,A,B,oi_conf_0018.ROLE_B,True,True
google_gemma,A,B,oi_conf_0018.ROLE_A,True,True
google_gemma,A,B,oi_conf_0009.ROLE_B,True,True
google_gemma,A,B,oi_conf_0009.ROLE_A,True,True
google_gemma,A,B,oi_conf_0000.ROLE_B,True,True
google_gemma,A,B,oi_conf_0000.ROLE_A,True,True
google_gemma,A,C,oi_conf_0045.ROLE_B,True,True
google_gemma,A,C,oi_conf_0045.ROLE_A,True,True
google_gemma,A,C,oi_conf_0036.ROLE_B,True,True
google_gemma,A,C,oi_conf_0036.ROLE_A,True,True
google_gemma,A,C,oi_conf_0027.ROLE_B,True,True
google_gemma,A,C,oi_conf_0027.ROLE_A,True,True
google_gemma,A,C,oi_conf_0018.ROLE_B,True,True
google_gemma,A,C,oi_conf_0018.ROLE_A,True,True
google_gemma,A,C,oi_conf_0009.ROLE_B,True,True
google_gemma,A,C,oi_conf_0009.ROLE_A,True,True
google_gemma,A,C,oi_conf_0000.ROLE_B,True,True
google_gemma,A,C,oi_conf_0000.ROLE_A,True,True
google_gemma,A,D,oi_conf_0045.ROLE_B,True,True
google_gemma,A,D,oi_conf_0045.ROLE_A,True,True
google_gemma,A,D,oi_conf_0036.ROLE_B,True,True
google_gemma,A,D,oi_conf_0036.ROLE_A,True,True
google_gemma,A,D,oi_conf_0027.ROLE_B,True,True
google_gemma,A,D,oi_conf_0027.ROLE_A,True,True
google_gemma,A,D,oi_conf_0018.ROLE_B,True,True
google_gemma,A,D,oi_conf_0018.ROLE_A,True,True
google_gemma,A,D,oi_conf_0009.ROLE_B,True,True
google_gemma,A,D,oi_conf_0009.ROLE_A,True,True
google_gemma,A,D,oi_conf_0000.ROLE_B,True,True
google_gemma,A,D,oi_conf_0000.ROLE_A,True,True
google_gemma,A,E,oi_conf_0045.ROLE_B,True,True
google_gemma,A,E,oi_conf_0045.ROLE_A,True,True
google_gemma,A,E,oi_conf_0036.ROLE_B,True,True
google_gemma,A,E,oi_conf_0036.ROLE_A,True,True
google_gemma,A,E,oi_conf_0027.ROLE_B,True,True
google_gemma,A,E,oi_conf_0027.ROLE_A,True,True
google_gemma,A,E,oi_conf_0018.ROLE_B,True,True
google_gemma,A,E,oi_conf_0018.ROLE_A,True,True
google_gemma,A,E,oi_conf_0009.ROLE_B,True,True
google_gemma,A,E,oi_conf_0009.ROLE_A,True,True
google_gemma,A,E,oi_conf_0000.ROLE_B,True,True
google_gemma,A,E,oi_conf_0000.ROLE_A,True,True
google_gemma,B,C,oi_conf_0045.ROLE_B,True,True
google_gemma,B,C,oi_conf_0045.ROLE_A,True,True
google_gemma,B,C,oi_conf_0036.ROLE_B,True,True
google_gemma,B,C,oi_conf_0036.ROLE_A,True,True
google_gemma,B,C,oi_conf_0027.ROLE_B,True,True
google_gemma,B,C,oi_conf_0027.ROLE_A,True,True
google_gemma,B,C,oi_conf_0018.ROLE_B,True,True
google_gemma,B,C,oi_conf_0018.ROLE_A,True,True
google_gemma,B,C,oi_conf_0009.ROLE_B,True,True
google_gemma,B,C,oi_conf_0009.ROLE_A,True,True
google_gemma,B,C,oi_conf_0000.ROLE_B,True,True
google_gemma,B,C,oi_conf_0000.ROLE_A,True,True
google_gemma,B,D,oi_conf_0045.ROLE_B,True,True
google_gemma,B,D,oi_conf_0045.ROLE_A,True,True
google_gemma,B,D,oi_conf_0036.ROLE_B,True,True
google_gemma,B,D,oi_conf_0036.ROLE_A,True,True
google_gemma,B,D,oi_conf_0027.ROLE_B,True,True
google_gemma,B,D,oi_conf_0027.ROLE_A,True,True
google_gemma,B,D,oi_conf_0018.ROLE_B,True,True
google_gemma,B,D,oi_conf_0018.ROLE_A,True,True
google_gemma,B,D,oi_conf_0009.ROLE_B,True,True
google_gemma,B,D,oi_conf_0009.ROLE_A,True,True
google_gemma,B,D,oi_conf_0000.ROLE_B,True,True
google_gemma,B,D,oi_conf_0000.ROLE_A,True,True
ibm_granite,A,A,oi_conf_0045.ROLE_B,True,True
ibm_granite,A,A,oi_conf_0045.ROLE_A,True,True
ibm_granite,A,A,oi_conf_0036.ROLE_B,True,True
ibm_granite,A,A,oi_conf_0036.ROLE_A,True,True
ibm_granite,A,A,oi_conf_0027.ROLE_B,True,True
ibm_granite,A,A,oi_conf_0027.ROLE_A,True,True
ibm_granite,A,A,oi_conf_0018.ROLE_B,True,True
ibm_granite,A,A,oi_conf_0018.ROLE_A,True,True
ibm_granite,A,A,oi_conf_0009.ROLE_B,True,True
ibm_granite,A,A,oi_conf_0009.ROLE_A,True,True
ibm_granite,A,A,oi_conf_0000.ROLE_B,True,True
ibm_granite,A,A,oi_conf_0000.ROLE_A,True,True
ibm_granite,A,B,oi_conf_0045.ROLE_B,True,True
ibm_granite,A,B,oi_conf_0045.ROLE_A,True,True
ibm_granite,A,B,oi_conf_0036.ROLE_B,True,True
ibm_granite,A,B,oi_conf_0036.ROLE_A,True,True
ibm_granite,A,B,oi_conf_0027.ROLE_B,True,True
ibm_granite,A,B,oi_conf_0027.ROLE_A,True,True
ibm_granite,A,B,oi_conf_0018.ROLE_B,True,True
ibm_granite,A,B,oi_conf_0018.ROLE_A,True,True
ibm_granite,A,B,oi_conf_0009.ROLE_B,True,True
ibm_granite,A,B,oi_conf_0009.ROLE_A,True,True
ibm_granite,A,B,oi_conf_0000.ROLE_B,True,True
ibm_granite,A,B,oi_conf_0000.ROLE_A,True,True
ibm_granite,A,C,oi_conf_0045.ROLE_B,True,True
ibm_granite,A,C,oi_conf_0045.ROLE_A,True,True
ibm_granite,A,C,oi_conf_0036.ROLE_B,True,True
ibm_granite,A,C,oi_conf_0036.ROLE_A,True,True
ibm_granite,A,C,oi_conf_0027.ROLE_B,True,True
ibm_granite,A,C,oi_conf_0027.ROLE_A,True,True
ibm_granite,A,C,oi_conf_0018.ROLE_B,True,True
ibm_granite,A,C,oi_conf_0018.ROLE_A,True,True
ibm_granite,A,C,oi_conf_0009.ROLE_B,True,True
ibm_granite,A,C,oi_conf_0009.ROLE_A,True,True
ibm_granite,A,C,oi_conf_0000.ROLE_B,True,True
ibm_granite,A,C,oi_conf_0000.ROLE_A,True,True
ibm_granite,A,D,oi_conf_0045.ROLE_B,True,True
ibm_granite,A,D,oi_conf_0045.ROLE_A,True,True
ibm_granite,A,D,oi_conf_0036.ROLE_B,True,True
ibm_granite,A,D,oi_conf_0036.ROLE_A,True,True
ibm_granite,A,D,oi_conf_0027.ROLE_B,True,True
ibm_granite,A,D,oi_conf_0027.ROLE_A,True,True
ibm_granite,A,D,oi_conf_0018.ROLE_B,True,True
ibm_granite,A,D,oi_conf_0018.ROLE_A,True,True
ibm_granite,A,D,oi_conf_0009.ROLE_B,True,True
ibm_granite,A,D,oi_conf_0009.ROLE_A,True,True
ibm_granite,A,D,oi_conf_0000.ROLE_B,True,True
ibm_granite,A,D,oi_conf_0000.ROLE_A,True,True
ibm_granite,A,E,oi_conf_0045.ROLE_B,True,True
ibm_granite,A,E,oi_conf_0045.ROLE_A,True,True
ibm_granite,A,E,oi_conf_0036.ROLE_B,True,True
ibm_granite,A,E,oi_conf_0036.ROLE_A,True,True
ibm_granite,A,E,oi_conf_0027.ROLE_B,True,True
ibm_granite,A,E,oi_conf_0027.ROLE_A,True,True
ibm_granite,A,E,oi_conf_0018.ROLE_B,True,True
ibm_granite,A,E,oi_conf_0018.ROLE_A,True,True
ibm_granite,A,E,oi_conf_0009.ROLE_B,True,True
ibm_granite,A,E,oi_conf_0009.ROLE_A,True,True
ibm_granite,A,E,oi_conf_0000.ROLE_B,True,True
ibm_granite,A,E,oi_conf_0000.ROLE_A,True,True
ibm_granite,B,C,oi_conf_0045.ROLE_B,True,True
ibm_granite,B,C,oi_conf_0045.ROLE_A,True,True
ibm_granite,B,C,oi_conf_0036.ROLE_B,True,True
ibm_granite,B,C,oi_conf_0036.ROLE_A,True,True
ibm_granite,B,C,oi_conf_0027.ROLE_B,True,True
ibm_granite,B,C,oi_conf_0027.ROLE_A,True,True
ibm_granite,B,C,oi_conf_0018.ROLE_B,True,True
ibm_granite,B,C,oi_conf_0018.ROLE_A,True,True
ibm_granite,B,C,oi_conf_0009.ROLE_B,True,True
ibm_granite,B,C,oi_conf_0009.ROLE_A,True,True
ibm_granite,B,C,oi_conf_0000.ROLE_B,True,True
ibm_granite,B,C,oi_conf_0000.ROLE_A,True,True
ibm_granite,B,D,oi_conf_0045.ROLE_B,True,True
ibm_granite,B,D,oi_conf_0045.ROLE_A,True,True
ibm_granite,B,D,oi_conf_0036.ROLE_B,True,True
ibm_granite,B,D,oi_conf_0036.ROLE_A,True,True
ibm_granite,B,D,oi_conf_0027.ROLE_B,True,True
ibm_granite,B,D,oi_conf_0027.ROLE_A,True,True
ibm_granite,B,D,oi_conf_0018.ROLE_B,True,True
ibm_granite,B,D,oi_conf_0018.ROLE_A,True,True
ibm_granite,B,D,oi_conf_0009.ROLE_B,True,True
ibm_granite,B,D,oi_conf_0009.ROLE_A,True,True
ibm_granite,B,D,oi_conf_0000.ROLE_B,True,True
ibm_granite,B,D,oi_conf_0000.ROLE_A,True,True
meta_llama,A,A,oi_conf_0045.ROLE_B,True,True
meta_llama,A,A,oi_conf_0045.ROLE_A,True,True
meta_llama,A,A,oi_conf_0036.ROLE_B,True,True
meta_llama,A,A,oi_conf_0036.ROLE_A,True,True
meta_llama,A,A,oi_conf_0027.ROLE_B,True,True
meta_llama,A,A,oi_conf_0027.ROLE_A,True,True
meta_llama,A,A,oi_conf_0018.ROLE_B,True,True
meta_llama,A,A,oi_conf_0018.ROLE_A,True,True
meta_llama,A,A,oi_conf_0009.ROLE_B,True,True
meta_llama,A,A,oi_conf_0009.ROLE_A,True,True
meta_llama,A,A,oi_conf_0000.ROLE_B,True,True
meta_llama,A,A,oi_conf_0000.ROLE_A,True,True
meta_llama,A,B,oi_conf_0045.ROLE_B,True,True
meta_llama,A,B,oi_conf_0045.ROLE_A,True,True
meta_llama,A,B,oi_conf_0036.ROLE_B,True,True
meta_llama,A,B,oi_conf_0036.ROLE_A,True,True
meta_llama,A,B,oi_conf_0027.ROLE_B,True,True
meta_llama,A,B,oi_conf_0027.ROLE_A,True,True
meta_llama,A,B,oi_conf_0018.ROLE_B,True,True
meta_llama,A,B,oi_conf_0018.ROLE_A,True,True
meta_llama,A,B,oi_conf_0009.ROLE_B,True,True
meta_llama,A,B,oi_conf_0009.ROLE_A,True,True
meta_llama,A,B,oi_conf_0000.ROLE_B,True,True
meta_llama,A,B,oi_conf_0000.ROLE_A,True,True
meta_llama,A,C,oi_conf_0045.ROLE_B,True,True
meta_llama,A,C,oi_conf_0045.ROLE_A,True,True
meta_llama,A,C,oi_conf_0036.ROLE_B,True,True
meta_llama,A,C,oi_conf_0036.ROLE_A,True,True
meta_llama,A,C,oi_conf_0027.ROLE_B,True,True
meta_llama,A,C,oi_conf_0027.ROLE_A,True,True
meta_llama,A,C,oi_conf_0018.ROLE_B,True,True
meta_llama,A,C,oi_conf_0018.ROLE_A,True,True
meta_llama,A,C,oi_conf_0009.ROLE_B,True,True
meta_llama,A,C,oi_conf_0009.ROLE_A,True,True
meta_llama,A,C,oi_conf_0000.ROLE_B,True,True
meta_llama,A,C,oi_conf_0000.ROLE_A,True,True
meta_llama,A,D,oi_conf_0045.ROLE_B,True,True
meta_llama,A,D,oi_conf_0045.ROLE_A,True,True
meta_llama,A,D,oi_conf_0036.ROLE_B,True,True
meta_llama,A,D,oi_conf_0036.ROLE_A,True,True
meta_llama,A,D,oi_conf_0027.ROLE_B,True,True
meta_llama,A,D,oi_conf_0027.ROLE_A,True,True
meta_llama,A,D,oi_conf_0018.ROLE_B,True,True
meta_llama,A,D,oi_conf_0018.ROLE_A,True,True
meta_llama,A,D,oi_conf_0009.ROLE_B,True,True
meta_llama,A,D,oi_conf_0009.ROLE_A,True,True
meta_llama,A,D,oi_conf_0000.ROLE_B,True,True
meta_llama,A,D,oi_conf_0000.ROLE_A,True,True
meta_llama,A,E,oi_conf_0045.ROLE_B,True,True
meta_llama,A,E,oi_conf_0045.ROLE_A,True,True
meta_llama,A,E,oi_conf_0036.ROLE_B,True,True
meta_llama,A,E,oi_conf_0036.ROLE_A,True,True
meta_llama,A,E,oi_conf_0027.ROLE_B,True,True
meta_llama,A,E,oi_conf_0027.ROLE_A,True,True
meta_llama,A,E,oi_conf_0018.ROLE_B,True,True
meta_llama,A,E,oi_conf_0018.ROLE_A,True,True
meta_llama,A,E,oi_conf_0009.ROLE_B,True,True
meta_llama,A,E,oi_conf_0009.ROLE_A,True,True
meta_llama,A,E,oi_conf_0000.ROLE_B,True,True
meta_llama,A,E,oi_conf_0000.ROLE_A,True,True
meta_llama,B,C,oi_conf_0045.ROLE_B,True,True
meta_llama,B,C,oi_conf_0045.ROLE_A,True,True
meta_llama,B,C,oi_conf_0036.ROLE_B,True,True
meta_llama,B,C,oi_conf_0036.ROLE_A,True,True
meta_llama,B,C,oi_conf_0027.ROLE_B,True,True
meta_llama,B,C,oi_conf_0027.ROLE_A,True,True
meta_llama,B,C,oi_conf_0018.ROLE_B,True,True
meta_llama,B,C,oi_conf_0018.ROLE_A,True,True
meta_llama,B,C,oi_conf_0009.ROLE_B,True,True
meta_llama,B,C,oi_conf_0009.ROLE_A,True,True
meta_llama,B,C,oi_conf_0000.ROLE_B,True,True
meta_llama,B,C,oi_conf_0000.ROLE_A,True,True
meta_llama,B,D,oi_conf_0045.ROLE_B,True,True
meta_llama,B,D,oi_conf_0045.ROLE_A,True,True
meta_llama,B,D,oi_conf_0036.ROLE_B,True,True
meta_llama,B,D,oi_conf_0036.ROLE_A,True,True
meta_llama,B,D,oi_conf_0027.ROLE_B,True,True
meta_llama,B,D,oi_conf_0027.ROLE_A,True,True
meta_llama,B,D,oi_conf_0018.ROLE_B,True,True
meta_llama,B,D,oi_conf_0018.ROLE_A,True,True
meta_llama,B,D,oi_conf_0009.ROLE_B,True,True
meta_llama,B,D,oi_conf_0009.ROLE_A,True,True
meta_llama,B,D,oi_conf_0000.ROLE_B,True,True
meta_llama,B,D,oi_conf_0000.ROLE_A,True,True
microsoft_phi,A,A,oi_conf_0045.ROLE_B,True,True
microsoft_phi,A,A,oi_conf_0045.ROLE_A,True,True
microsoft_phi,A,A,oi_conf_0036.ROLE_B,True,True
microsoft_phi,A,A,oi_conf_0036.ROLE_A,True,True
microsoft_phi,A,A,oi_conf_0027.ROLE_B,True,True
microsoft_phi,A,A,oi_conf_0027.ROLE_A,True,True
microsoft_phi,A,A,oi_conf_0018.ROLE_B,True,True
microsoft_phi,A,A,oi_conf_0018.ROLE_A,True,True
microsoft_phi,A,A,oi_conf_0009.ROLE_B,True,True
microsoft_phi,A,A,oi_conf_0009.ROLE_A,True,True
microsoft_phi,A,A,oi_conf_0000.ROLE_B,True,True
microsoft_phi,A,A,oi_conf_0000.ROLE_A,True,True
microsoft_phi,A,B,oi_conf_0045.ROLE_B,True,True
microsoft_phi,A,B,oi_conf_0045.ROLE_A,True,True
microsoft_phi,A,B,oi_conf_0036.ROLE_B,True,True
microsoft_phi,A,B,oi_conf_0036.ROLE_A,True,True
microsoft_phi,A,B,oi_conf_0027.ROLE_B,True,True
microsoft_phi,A,B,oi_conf_0027.ROLE_A,True,True
microsoft_phi,A,B,oi_conf_0018.ROLE_B,True,True
microsoft_phi,A,B,oi_conf_0018.ROLE_A,True,True
microsoft_phi,A,B,oi_conf_0009.ROLE_B,True,True
microsoft_phi,A,B,oi_conf_0009.ROLE_A,True,True
microsoft_phi,A,B,oi_conf_0000.ROLE_B,True,True
microsoft_phi,A,B,oi_conf_0000.ROLE_A,True,True
microsoft_phi,A,C,oi_conf_0045.ROLE_B,True,True
microsoft_phi,A,C,oi_conf_0045.ROLE_A,True,True
microsoft_phi,A,C,oi_conf_0036.ROLE_B,True,True
microsoft_phi,A,C,oi_conf_0036.ROLE_A,True,True
microsoft_phi,A,C,oi_conf_0027.ROLE_B,True,True
microsoft_phi,A,C,oi_conf_0027.ROLE_A,True,True
microsoft_phi,A,C,oi_conf_0018.ROLE_B,True,True
microsoft_phi,A,C,oi_conf_0018.ROLE_A,True,True
microsoft_phi,A,C,oi_conf_0009.ROLE_B,True,True
microsoft_phi,A,C,oi_conf_0009.ROLE_A,True,True
microsoft_phi,A,C,oi_conf_0000.ROLE_B,True,True
microsoft_phi,A,C,oi_conf_0000.ROLE_A,True,True
microsoft_phi,A,D,oi_conf_0045.ROLE_B,True,True
microsoft_phi,A,D,oi_conf_0045.ROLE_A,True,True
microsoft_phi,A,D,oi_conf_0036.ROLE_B,True,True
microsoft_phi,A,D,oi_conf_0036.ROLE_A,True,True
microsoft_phi,A,D,oi_conf_0027.ROLE_B,True,True
microsoft_phi,A,D,oi_conf_0027.ROLE_A,True,True
microsoft_phi,A,D,oi_conf_0018.ROLE_B,True,True
microsoft_phi,A,D,oi_conf_0018.ROLE_A,True,True
microsoft_phi,A,D,oi_conf_0009.ROLE_B,True,True
microsoft_phi,A,D,oi_conf_0009.ROLE_A,True,True
microsoft_phi,A,D,oi_conf_0000.ROLE_B,True,True
microsoft_phi,A,D,oi_conf_0000.ROLE_A,True,True
microsoft_phi,A,E,oi_conf_0045.ROLE_B,True,True
microsoft_phi,A,E,oi_conf_0045.ROLE_A,True,True
microsoft_phi,A,E,oi_conf_0036.ROLE_B,True,True
microsoft_phi,A,E,oi_conf_0036.ROLE_A,True,True
microsoft_phi,A,E,oi_conf_0027.ROLE_B,True,True
microsoft_phi,A,E,oi_conf_0027.ROLE_A,True,True
microsoft_phi,A,E,oi_conf_0018.ROLE_B,True,True
microsoft_phi,A,E,oi_conf_0018.ROLE_A,True,True
microsoft_phi,A,E,oi_conf_0009.ROLE_B,True,True
microsoft_phi,A,E,oi_conf_0009.ROLE_A,True,True
microsoft_phi,A,E,oi_conf_0000.ROLE_B,True,True
microsoft_phi,A,E,oi_conf_0000.ROLE_A,True,True
microsoft_phi,B,C,oi_conf_0045.ROLE_B,True,True
microsoft_phi,B,C,oi_conf_0045.ROLE_A,True,True
microsoft_phi,B,C,oi_conf_0036.ROLE_B,True,True
microsoft_phi,B,C,oi_conf_0036.ROLE_A,True,True
microsoft_phi,B,C,oi_conf_0027.ROLE_B,True,True
microsoft_phi,B,C,oi_conf_0027.ROLE_A,True,True
microsoft_phi,B,C,oi_conf_0018.ROLE_B,True,True
microsoft_phi,B,C,oi_conf_0018.ROLE_A,True,True
microsoft_phi,B,C,oi_conf_0009.ROLE_B,True,True
microsoft_phi,B,C,oi_conf_0009.ROLE_A,True,True
microsoft_phi,B,C,oi_conf_0000.ROLE_B,True,True
microsoft_phi,B,C,oi_conf_0000.ROLE_A,True,True
microsoft_phi,B,D,oi_conf_0045.ROLE_B,True,True
microsoft_phi,B,D,oi_conf_0045.ROLE_A,True,True
microsoft_phi,B,D,oi_conf_0036.ROLE_B,True,True
microsoft_phi,B,D,oi_conf_0036.ROLE_A,True,True
microsoft_phi,B,D,oi_conf_0027.ROLE_B,True,True
microsoft_phi,B,D,oi_conf_0027.ROLE_A,True,True
microsoft_phi,B,D,oi_conf_0018.ROLE_B,True,True
microsoft_phi,B,D,oi_conf_0018.ROLE_A,True,True
microsoft_phi,B,D,oi_conf_0009.ROLE_B,True,True
microsoft_phi,B,D,oi_conf_0009.ROLE_A,True,True
microsoft_phi,B,D,oi_conf_0000.ROLE_B,True,True
microsoft_phi,B,D,oi_conf_0000.ROLE_A,True,True
mistral,A,A,oi_conf_0045.ROLE_B,True,True
mistral,A,A,oi_conf_0045.ROLE_A,True,True
mistral,A,A,oi_conf_0036.ROLE_B,True,True
mistral,A,A,oi_conf_0036.ROLE_A,True,True
mistral,A,A,oi_conf_0027.ROLE_B,True,True
mistral,A,A,oi_conf_0027.ROLE_A,True,True
mistral,A,A,oi_conf_0018.ROLE_B,True,True
mistral,A,A,oi_conf_0018.ROLE_A,True,True
mistral,A,A,oi_conf_0009.ROLE_B,True,True
mistral,A,A,oi_conf_0009.ROLE_A,True,True
mistral,A,A,oi_conf_0000.ROLE_B,True,True
mistral,A,A,oi_conf_0000.ROLE_A,True,True
mistral,A,B,oi_conf_0045.ROLE_B,True,True
mistral,A,B,oi_conf_0045.ROLE_A,True,True
mistral,A,B,oi_conf_0036.ROLE_B,True,True
mistral,A,B,oi_conf_0036.ROLE_A,True,True
mistral,A,B,oi_conf_0027.ROLE_B,True,True
mistral,A,B,oi_conf_0027.ROLE_A,True,True
mistral,A,B,oi_conf_0018.ROLE_B,True,True
mistral,A,B,oi_conf_0018.ROLE_A,True,True
mistral,A,B,oi_conf_0009.ROLE_B,True,True
mistral,A,B,oi_conf_0009.ROLE_A,True,True
mistral,A,B,oi_conf_0000.ROLE_B,True,True
mistral,A,B,oi_conf_0000.ROLE_A,True,True
mistral,A,C,oi_conf_0045.ROLE_B,True,True
mistral,A,C,oi_conf_0045.ROLE_A,True,True
mistral,A,C,oi_conf_0036.ROLE_B,True,True
mistral,A,C,oi_conf_0036.ROLE_A,True,True
mistral,A,C,oi_conf_0027.ROLE_B,True,True
mistral,A,C,oi_conf_0027.ROLE_A,True,True
mistral,A,C,oi_conf_0018.ROLE_B,True,True
mistral,A,C,oi_conf_0018.ROLE_A,True,True
mistral,A,C,oi_conf_0009.ROLE_B,True,True
